,title,topic
3514,The Joker and Poison Ivy are coming to 'Fortnite' on November 17th,History
4291,Android TV Sees Massive Yearly Growth,History
59345,OWC's cheap Mac Pro wheels are still pretty expensive,History
40711,leaked-video-tour-of-the-5g-galaxy-z-fold-2,History
3748,Sony and Microsoft don’t know the price of the PlayStation 5 and Xbox Series X,History
11478,The ‘Unmissable’ Open World Experience of Ghost of Tsushima,History
94973,Smartphone Samsung Galaxy S20 Fan Edition appeared with Exynos 990 chip,History
101117,Sony WH-1000XM4 vs Sony WF-1000XM3: can the new noise-cancelling headphones beat the class-leading in-ears?,History
56193,Watch Tesla Model 3 Performance Drag Race Ford Mustang Shelby GT500,History
339,"Next PS5 Announcement 'Tentatively Scheduled' for This Month, Says New Report",History
4886,Microsoft Surface Duo and the Galaxy Fold 2: Noise Cancelling podcast episode 25,History
86253,Paper Mario: The Origami King Version 1.0.1 Now Available - Fixes Game-Breaking Bug And Multiple Other Issues,History
42988,New Apple Music beta website follows iOS 14 and macOS Big Sur design,History
19712,"AMD 5000 series GPUs are returned more often by customers, but it’s not all good news for Nvidia",History
75991,Fall Guys sold 2 million copies on Steam in less than a week,History
33379,COVID radar “doubles the manual tracking data” and prevents false positives: it will be available on September 15 throughout Spain,History
100729,‘FIFA 21’ drops two celebrations to curb player toxicity,History
10331,Leaked Huawei Mate 40 and Mate 40 Pro renders show off massive rear camera array,History
14993,Expiring Messages: WhatsApp New Exciting Feature For Android Users,History
82540,Subscription service EA Access is coming to Steam,History
9540,Random: YouTuber Recreates Yakuza in Real Life to an Eerily Accurate Degree,History
15791,"With 'Avowed', Bethesda Has Accidentally Created Its Own Elder Scrolls Rival",History
69956,COVID-19 virus has not been detected in breastmilk – WHO,War
63848,"Spike in COVID-19 cases not cause for concern just yet, Huron-Perth medical officer of health says",War
75778,France Risks Losing Control of Coronavirus,War
82941,"The Latest: New Zealand Counts 13 New Cases, Most Linked",War
17911,Post-market study to monitor safety and effectiveness of Covid-19 vaccines,War
34730,"Test NHS staff regularly to stop coronavirus being passed on 'silently', study proposes",War
49085,Zambia keen to exploit research on COVID-19 vaccine | English.news.cn,War
53126,High blood pressure - 70p fruit juice you should have for breakfast to avoid hypertension,War
90690,Doctor runs 22 miles while wearing a face mask — to prove they're safe,War
3685,Laois Man Battling Skin Cancer Urges More People To Take Care,War
2653,Moderna Analyst: Phase 3 Coronavirus Data Could Arrive As Soon As October,War
53683,Indiana COVID-19 updates: 2nd Avon staff member tests positive; public encouraged to turn on blue lights instead of gatherings for National Night Out,War
48457,Patients going back to GPs after lockdown,War
2394,Top U.S. health official says approval of COVID vaccines unlikely before November,War
19284,Latest on worldwide coronavirus spread,War
7341,Canadians divided over COVID-19 vaccination: survey,War
31548,COVID-19 in Africa: Dampening the storm?,War
18199,"NSW Hunter pubs, court shut, 13 new cases",War
36338,"Doctors warn of devastating effect on cancer, stroke and diabetes patients facing delays due to pandemic",War
8308,Harvard scientist calls for ‘crappy’ coronavirus tests that give results in just 15 minutes,War
22656,PM promises to address aged care failures,War
61274,Active virus cases drop across the Geelong region,War
101177,Meat plants hit by outbreaks should not open - Donnelly,War
35985,"Feelings of jealousy can be tool to strengthen friendships, finds study",War
20906,"US tops 5 million confirmed virus cases, to Europe's alarm",War
46930,"Good Samaritan Southgate care centre records another death, toll now 24",War
12154,Researchers from PolyU and M.U.S.T. Collaborate in Development of a Recombinant RBD Vaccine Against SARS-CoV,War
88007,Experimental COVID-19 vaccine prevents severe disease in mice,War
7880,India's Covid recovery rate improves to 71.91 pc,War
3743,New coronavirus cases in Somerset and where they are,War
34384,Obesity in pregnant women can negatively affect child's brain,War
100762,Some penis microbes may increase the risk of vaginal infections after penetrative sex - Insider,War
9055,Coronavirus case numbers for every Liverpool area as city experiences 'rapid rise' in infections,War
99029,German institute says COVID-19 vaccine could be available in...,War
32374,Eight Wetherspoon staff self-isolating after worker tests positive for coronavirus,War
107782,"U.S. tops 5 million confirmed virus cases, to Europe’s alarm",War
5897,Coronavirus: New virus measures in Preston 'expected in next few days',War
41647,55% of coronavirus patients still have neurological problems three months later: study,War
42407,'Closing the bars worked': LA County officials see positive trend in slowing the spread of COVID-19,War
80505,Coventry warehouse closes after more staff test positive for Covid-19,War
94270,"FDA lets NeuroRx, Relief Therapeutics test RLF-100 in Covid-19 patients",War
11182,Programmed bacteria have something extra,War
21445,UK face mask rules: When we might be able to stop wearing them,War
5767,"Americans are moving around too much and taking coronavirus with them, expert says",War
94211,Switching off 'master regulator' may protect critical brain cells from Parkinson's-related damage,War
20198,Great Yarmouth sees new increase in coronavirus cases,War
66264,"Wearing a neck fleece may be worse than no mask at all, study finds",War
25780,"UK slashes official virus death toll by more than 5,000",War
8722,Anatomy of an Acne Treatment: What Makes First New Antibiotic Approved to Treat Acne in More Than 40 Years Effective,War
108315,"Pima County confirms one MIS-C case, investigating others",War
42080,Vaccine makers including Moderna must hit U.S. timing goals for full payments,War
63523,Putting an N95 mask in an Instant Pot decontaminates it: study,War
6483,"L.A. County Coronavirus Update: 35 New Deaths, 2,103 Additional Cases",War
50209,Melbourne’s ‘ring of steel’ angers country Victorians amid rising regional cases,War
15020,Coronavirus vaccine could be here before Christmas,War
99009,"COVID-19 Statistics | Aug. 13, 2020",War
40432,COVID-19 Hair Loss - Why Coronavirus Can Cause Hair Shedding,War
28800,'Too many are selfish': US nears 5 million virus cases,War
12237,2020 Flu Shot Strategy: Get Yours Early In The Season,War
108164,Nanoparticle system captures heart-disease biomarker from blood for in-depth analysis,War
21167,Spain defends pandemic response as case numbers overtake Britain,War
13152,NTU Singapore’s new ‘superbug killer’ offers new hope in fight against antibiotic resistance crisis,War
40611,Covid-19 survivor's parents burst into tears after surprise visit on discharge,War
7918,Do some people have protection against the coronavirus?,War
6552,Vexing issues: Who gets to be the first in line to receive a COVID-19 vaccine when one becomes available?,War
23920,Global recovery will come faster if COVID vaccine available to all -WHO chief,War
4963,"This is how weight between young adulthood, midlife affects mortality",War
13032,Halsey supports Kanye West and shares her own struggles with bipolar disorder | Glitterati,War
19950,Hydrogen Sulfide Reverses Antibiotic Resistance in Some Bacteria,War
76934,New infections down to zero in Laois as health chiefs check effect of local lockdowns,War
63935,"What you need to know about COVID-19: US reports 1,000 virus deaths nearly every day this month",War
25267,Study reveals the genetic cause of congenital malformation,War
42321,University of Washington forecasts 300000 US Covid-19 deaths,War
18435,Epping Gardens COVID-19 cluster: Baby shower outbreak link,War
11718,Researchers Create Mask Filtration Effectiveness Hierarchy,War
66239,Act of smiling can trick the human mind to be more positive,War
3292,New research finds mHealth technologies as a viable option to monitor COVID-19 patients,War
82596,32-year-old Cafe worker in County Antrim dies of Covid-19,War
101855,How Does the COVID Alert App Work? Canada's Government Explains [VIDEO],War
1584,Higher BCG vaccination coverage associated with improved COVID-19 outcomes,War
17479,Breast cancer in India: Stigmas attached and what you need to be aware of,War
70149,Individual frequency can be used to control brain activity,War
100561,Province moves to stock up on high-dose flu vaccine,War
9250,NUST MISIS Researchers Develop an Eggshell-based Surgical Material for Skull Injuries,War
2613,July growth in English COVID-19 infections has levelled off - survey,War
2091,"Coronavirus Lockdown: Garda checkpoints in place for Kildare, Laois and Offaly as local restrictions announced",War
82740,'US underprepared for greatest public health crisis in century',War
94357,"Coronavirus: For every three COVID-19 deaths, lockdown may have caused another two",War
9179,Coronavirus outbreak at delivery firm DPD's Oldbury hub,War
87177,Everything you need to know about buying and making face masks,War
86168,CDC: 11% of US adults seriously considered suicide in June,War
13243,Expert warns Australians may NEVER get a COVID-19 vaccine,War
33217,Summit County Public Health recommends all schools start remotely this fall,War
70402,Quick Read,War
80097,Rare syndrome linked to COVID-19 found in nearly 600 U.S. children -CDC,War
74668,Researchers find clues to SARS-CoV-2 infection and explore why COVID-19 impacts patients differently,War
75563,Maine health officials report lowest daily case total in 3 weeks,War
27476,Can the biggest ever flu vaccine programme stop a second wave?,War
28820,Tipp mushroom farm suspends operations after worker tests positive to Covid-19,War
50352,"Coronavirus Essential podcast | ICMR rethinks its ambitious deadline, hopes for COVID-19 vaccine by 2020...",War
13393,"Most knee cracking is normal unless it hurts, expert says",War
40246,Try these home remedies to treat dandruff naturally,War
41475,Incidence of dog bites has increased among Colorado’s children,War
559,"Grain fermentation can produce a cost-effective, vegan alternative to B12 fortification",War
7808,How climate change could expose new epidemics,War
103388,People who feel dizzy when they stand up likely to have higher risk of dementia,War
8336,"Minnesota reports 867 more COVID-19 cases, 39 in Olmsted County",War
31230,How COVID-19 Might Increase the Risk of Memory Loss and Cognitive Decline,War
27320,NSW records nine new cases,War
33713,US woman has second face transplant,War
16787,Taoiseach expresses 'deep concerns' about significant rise in Covid-19 cases yesterday,War
4365,Popular blood pressure drug raises melanoma risks,War
33196,Pentagon Identifies More Bandwidth for Commercial 5G Network Sharing,War
40810,A good news health story: hepatitis B cases fall below key target,War
24653,Cats susceptible to and potential reservoirs for novel coronavirus,War
61051,When is Greater Manchester lockdown being reviewed and when could it be lifted?,War
27732,Apple Cider Vinegar for Erectile Dysfunction: Does it Actually Work?,War
19833,Soaring virus infection rate may force further restrictions here,War
11916,New clues on virus reproduction mystery; non-COVID vaccines may help,War
86236,Aberdeen coronavirus cluster grows to 134 cases,War
9836,"In Canada, obesity will no longer be determined by weight alone",War
92302,Scientists identify target for SARS-CoV-2 virus in cells that may advance COVID-19 drug development,War
52700,New study says Canadians see COVID vaccine as key to return to normal,War
39794,"U.S. tops 170,000 COVID-19 deaths",War
2447,Associations of type 1 and type 2 diabetes with COVID-19-related mortality in England: a whole-population study,War
66803,Can you get the coronavirus from passive smoking?,War
23515,England launches revamped contact-tracing app,War
4622,CDC blindsided by Trump's statement it could deploy groups to educational institutions this slide,War
15099,Heartbroken tribute to 'firecracker' Durham mum who died after doctors said cancer was Covid-19,War
471,World Breastfeeding Week: 10 essential nutrition tips for mothers,War
13022,Researchers develop fitness app to reduce hospital visits,War
9081,Woman infected with coronavirus breaks quarantine for manicure,War
8411,Rape survivors say they are being stigmatised for not wearing masks,War
8642,Global recovery could be faster if COVID vaccine made available to all - WHO chief,War
75939,China Seals Off Villages After Bubonic Plague Deaths,War
91489,"279 new virus cases, 16 deaths as state of emergency extended",War
11795,"Global Extraction of Traditional Chinese Medicine (TCM) Market 2020 Key Player – Welld, Euromed, Naturexchina, Pharmachem Laboratories",War
36221,India's Coronavirus Cases Top 2 Million – More Than 62000 Reported In One Day,War
1743,China to supply potential coronavirus vaccine: WSJ,War
27893,"COVID-19: Breastfeeding Or Sourcing Breast Milk From Milk Banks Is Safe With Standard Precautions, Say Experts | News",War
54496,"Immunity studies provide a 'a bit of blue sky' about protection from Covid-19, experts say",War
43957,More infectious coronavirus mutation may be good: Disease expert,War
67438,Blood test may point to patients at higher risk for Covid-19 death,War
63094,Older male monkeys father fewer babies,War
99109,"Ireland to escape a second wave of Covid-19, says Nobel Prize winning scientist",War
90984,"Coronavirus | Plasma therapy may look promising in treating COVID-19, but it is no magic bullet",War
7654,FACTBOX-Latest on worldwide coronavirus spread,War
55965,The CDC Recommends Against Wearing a Face Mask With a Valve,War
14430,"Parents take note, constipation, bloating may lead to behavioural issues in autistic kids",War
15574,Coronavirus in Ireland – Health expert suggests open air schools and better ventilation to kill Covid-19,War
14109,New outbreak of covid-19 in Cork City with 'handful' of cases,War
12420,How to take care of yourself (and others) in COVID-19 isolation,War
77249,"COVID-19 outbreak at Maple Ridge health care facility, 146 new cases since Friday",War
2034,Meat processing plant in Offaly to suspend operations,War
9129,"Global Triple-Negative Breast Cancer Treatment Market 2020-2026 Celgene, Roche, Immunomedics GmbH, Merck & Co, F. Hoffmann-La Roche, Eisai",War
87630,"Moderna’s Covid-19 Vaccine Endpoint Could Come by Halloween, Jefferies Analyst Says.",War
50916,Coronavirus in Scotland: Peterhead primary closes after two Covid cases,War
15211,Face-masks for school kids recommended in Sweden,War
86631,Covid 19 coronavirus: Americold confirms three new Covid cases at its Mt Wellington coolstore,War
21754,Next big Covid-19 treatment may be manufactured antibodies,War
6214,"US tops 5 million confirmed coronavirus cases, to Europe's alarm",War
38333,Atrimed Pharmaceuticals Plant Science receives breakthrough in molecule research for COVID-19 cure by ICMR approved regional centre for biotechnology,War
4651,Research says masks can be easily sanitized with this kitchen equipment,War
11731,Royal Melbourne Hospital shuts wards after COVID-19 outbreak,War
13757,Britain still far off herd immunity as just 1-in-16 people are infected,War
29651,Aerial spraying to begin in southeastern Massachusetts amid EEE warning,War
79195,Rare syndrome linked to COVID-19 found in nearly 600 U.S. children -CDC,War
21502,Anatomy of an acne treatment,War
1988,Risks of COVID-19 infection through breastfeeding negligible — WHO,War
8088,"Canada signs deals with Pfizer, Moderna to get doses of COVID-19 vaccines",War
11863,Tailored Messaging Needed to Get Cancer Screening Back on Track,War
2493,Norfolk's latest coronavirus cases have 'clear connections' says public health chief,War
7927,Virus case found 200km from NZ outbreak,War
4521,5 key takeaways from a new study on cannabis and cardiovascular health,War
66408,660 new coronavirus cases reported in Pa.,War
87960,"Province unveils less restrictive COVID-19 phases of recovery, announces 1 new case",War
3288,The Wellness Professional Compared COVID-19 And AIDS Vaccine,War
33507,Masks made compulsory and pub reopenings pushed back - but schools will be back full-time next term,War
16059,The US Can Only Defeat COVID-19 Through Global Solidarity,War
9041,Tasmanian devil research provides new insights for treating human cancers in future,War
18968,Coronavirus: COVID-19 vaccine could explain asymptomatic cases,War
32586,Qld passes deadline on coronavirus cluster,War
852,Vietnam says early August 'decisive' in containing coronavirus - The Jakarta Post,War
34674,NSW records 10 new COVID cases with Hornsby ER staffer infected,War
108469,Major concern as COVID-19 case confirmed at another Irish creche,War
88577,SIPTU calls for national testing programme for meat industry,War
102805,"U.S. recruits scientists abroad to test COVID-19 vaccine candidates, pledges access to doses",War
36933,"Study hints, can't prove, survivor plasma fights COVID-19",War
75185,"Study hints, can't prove, survivor plasma fights COVID-19",War
56103,Britain's COVID-19 daily infections rise to highest level ...,War
76190,New findings on enzymes with important role in SARS-CoV-2 infection,War
19653,Study explores children's perceptions of social robots in elderly care,War
20307,Global recovery could be faster if COVID vaccine made available to all -WHO chief,War
73146,Union calls for 'blanket testing' in meat factories as concern grows over recent clusters,War
91706,Chandigarh Administration fixes rates for private hospitals,War
17521,Covid-19 Shaping Up to Be Battle for Years Even With Vaccine,War
81795,"US tops 5 million confirmed virus cases, to Europe’s alarm",War
12427,Authorities urge caution after Markham mosquitoes test positive for West Nile,War
7023,UK coronavirus live: trial of revamped contact-tracing app starts; NHS England wait lists longest ever,War
22582,"US approaches 5 million confirmed coronavirus cases, highest in the world",War
12885,The List Of Coronavirus Symptoms Keeps Getting Longer As The COVID-19 Pandemic Lingers,War
7351,What is the Real Coronavirus Death Toll in the US?,War
12254,Long-term complications of COVID-19 signals billions in healthcare costs ahead,War
61301,July growth in English COVID-19 infections has levelled off - survey,War
50508,The 2020 Perseid meteor shower peaks soon: How to watch the show,Romance
15618,Scientists follow the nose to solve mystery of long-necked reptile,Romance
21691,SpaceX launch: What is SpaceX and why is it going to the ISS?,Romance
30746,New Fossil Discovery Shows How Ancient ‘Hell Ants’ Hunted With Headgear,Romance
85682,SpaceX launches 57 new “VisorSat” Starlink satellites,Romance
222,Astronomical First: Differences Detected Between Discs of Active and Non-Active Galaxies,Romance
52263,New dinosaur species related to Tyrannosaurus rex discovered by scientists in England,Romance
316,"Perseid meteor shower peaks tonight: Interesting facts, tips to spot the year's best meteor shower display",Romance
99419,Mouse Study Reveals Previously Unknown Taste Cell That Detects Nearly All Flavours,Romance
64946,"Choose a tusk, drill holes, weave a rope – and modify the class of historical past | Science",Romance
11968,Space Dynamics Lab-built spacecraft wins Small Satellite Mission of the Year Award,Romance
105325,Solved: Mystery That’s Been Puzzling Scientists Since 1852 – Bizarre Giraffe-Necked Reptile Hunted Underwater,Romance
76184,Thales Alenia Space technology to enable VIPER to communicate directly to Earth,Romance
1694,UCSF study: Few SF firefighters have coronavirus antibodies,Romance
1641,LIVE: Tracking SpaceX Crew Dragon’s splashdown near Pensacola,Romance
14419,Buckled Graphene Could be Used to Develop Super-Fast Quantum Computers,Romance
34960,"Planet Ceres is an 'ocean world' with sea water beneath surface, mission finds",Romance
70333,Astronomers discover extremely distant galaxy that looks 'surprisingly' like the Milky Way,Romance
14539,Supercomputers Help Uncover 'Noisy' Neutron Star Collisions,Romance
25460,Pair of schoolgirls located a planet moved right for Earth- BGR,Romance
77388,The best place to see the stars on Earth: Where they can finally be seen without their twinkles | All,Romance
107843,Weird 'broomstick' necked Triassic reptile named after mythical Greek sea monster,Romance
68482,‘Anti-ageing’ enzyme ‘tweaked’ by scientists made roundworms live longer,Romance
72583,This tiny Japanese insect has a strong will to live,Romance
67327,Here’s how to prepare for the Perseids meteor shower on its annual return,Romance
67917,SpaceX Starlink launch mission is a go for Tuesday morning,Romance
15137,Coronavirus live updates: Scientists say new nasal spray can help fight COVID; college football season in shambles; Texas passes 500K cases,Romance
68212,Astronaut Tim Peake Shares Incredible Photo Of View While Re-Entering Earth's Atmosphere,Romance
21414,"Ceres is an ocean world with active geology, according to close-up data from NASA spacecraft Dawn",Romance
12196,Ariana Grande is in awe of Jupiters inner workings,Romance
92939,Key brain region was 'recycled' as humans developed the ability to read,Romance
30680,NASA Doing Away With 'Harmful' Nicknames for Cosmic Objects,Romance
12700,The quiet Sun is much more active than previously assumed,Romance
7157,Perseid Meteor Shower of 2020 is ready to peak in August!!! Know how you can watch it!!!,Romance
523,"Cellulose Plates Market Trends, Size, Forecast – 2020-2027 | Sigma-Aldrich, Merck Millipore, Silicycle, BIOTAGE",Romance
1096,New USask-led research reveals previously hidden features of plant genomes,Romance
98480,Massive Arecibo radio telescope suffers more damage from cable incident,Romance
85111,Hidden secrets written in stone,Romance
3950,NASA warns of upcoming shut shave with asteroid as doomsday preacher predicts ‘apocalyptic fireball’,Romance
26703,Neptune-sized planet could be the exposed core of a far-away gas giant,Romance
54345,Russian cosmonaut praises space rocket’s dependability during Soyuz’s emergency landing,Romance
72326,Scientists have unraveled the riddle of a real-life sea monster,Romance
90724,Dimming of one of galaxy's brightest stars 'caused by dust cloud' - The Jakarta Post,Romance
91587,'Work with Elon Musk on internet access' rural families tell govt,Romance
103869,Supernova explosion: The final stellar fireworks will occur 10 to the 32000th years in the future,Romance
5996,3D printing in space: astronaut Sabrina Kerber returns from 'Mars',Romance
12078,"‘Terror crocodile’ the size of a bus fed on dinosaurs, study says",Romance
37724,"Marine heatwaves can dramatically shift habitat for wildlife, study finds",Romance
104387,Human brain has a 'limit' on how much information it can process,Romance
63207,Dwarf Planet Ceres Has Salty Ocean Deep Underground,Romance
3099,Mars Eerie Pulsing Nightglow,Romance
57105,How to catch the Perseid meteor shower at its peak on Tuesday,Romance
20103,Two schoolgirls noticed an asteroid headed straight for Earth – BGR,Romance
101993,"NASA Wants to Fix the 'Insensitive' Nicknames Given to Cosmic Objects, Here's Why",Romance
19024,‘The Martian' movie's toilet tuber could happen: NASA testing machine that turns poop into veggie fertilizer,Romance
20171,Watch SpaceX’s Crew Dragon capsule splashdown in glorious 4K,Romance
422,Successful Starship 'hop' test puts SpaceX one step closer to Mars,Romance
4324,NASA's Aqua Satellite Shows Two Views of the Apple Fire,Romance
81919,The eerie green 'nightglow' of Mars pulses in ultraviolet light in new NASA views,Romance
103251,LOOK UP: International Space Station will be visible next couple nights,Romance
34970,New discovery at SFU to accelerate drug treatments for cancer and viral infections,Romance
20126,Researchers unlock secrets of the past with new carbon dating standard,Romance
66053,NASA probe spots Martian night sky pulsing in UV light,Romance
62368,Turning carbon dioxide into liquid fuel,Romance
78231,Nasa SpaceX crew return: Dragon capsule splashes down,Romance
104326,Fastest ever star discovered orbiting Milky Way's supermassive black hole,Romance
67889,Fastest-ever star discovered orbiting Milky Way's supermassive black hole,Romance
99803,Hubble watched a lunar eclipse to see Earth from an alien's perspective,Romance
4397,"Research shows that dinosaur, which lived 76 mn years ago, got cancer too",Romance
102969,"NASA to award students whopping $10,000 to help astronauts harvest water on Moon, Mars",Romance
52029,Frog Eats Beetle. Beetle Crawls Through Guts to Escape,Romance
7553,Author Q&A: Katie Mack on how the universe may end,Romance
34740,Astronomers find Best Place on Earth for Telescope to watch the Clearest View of NIGHT SKY!!!,Romance
1226,NASA's Aqua satellite shows two views of the apple fire,Romance
590,Fossilised 429-mln-year-old eye mirrors modern insect vision,Romance
43567,High-speed atomic force microscopy reveals diverse amyloid structures and dynamics,Romance
41499,Outbursts from a Double Star System,Romance
84072,"Top tips for watching the Perseid meteor shower, which peaks Aug. 11 and 12",Romance
14332,Heard of Ploonets and Moonmoons right? But what are Blanets? Check out all details about this latest addition.,Romance
23170,Perseid meteor shower 2020: How and when to watch the sky’s best show of the year,Romance
66101,Rare phenomenon observed by ATLAS attributes LHC as a high-electrical power photon collider,Romance
1552,Mars mission ERO: A 2026 space odyssey,Romance
12042,NASA telescope uncovers the cause of Betelgeuse's mysterious dimming,Romance
17264,Scientists May Have Developed New Way to Detect 'Invsible' Black Holes,Romance
79286,Ocean microbes could interact with pollution to influence climate,Romance
14976,Electric multicookers could be used for sanitization of N95 respirator masks,Romance
94613,Micro- and nanoplastics detectable in human tissues,Romance
15934,NASA probe completes final practice before asteroid sample collection,Romance
20579,ESO telescope nets this fluttering cosmic butterfly image in never-seen detail,Romance
17909,Scientists use Earth as proxy for detecting signs of life on exoplanets,Romance
28,"Like Your First Quarantine Sourdough Attempt, This Exoplanet Is ""Surprisingly Dense""",Romance
3420,Arecibo Observatory in Puerto Rico suffers serious damage after cable breaks,Romance
7620,Organic chemistry -- a brilliant tool,Romance
105383,"Wild yeast, algae and the science of beer and wine",Romance
24146,Weird ‘boomerang’ earthquake detected under the Atlantic Ocean,Romance
49331,"NASA Is Tracking a Vast, Growing Anomaly in Earth's Magnetic Field",Romance
37859,PredaSAR Chooses SpaceX to Launch its First Synthetic Aperture Radar Satellite,Romance
41072,Study finds that air air pollution is a driver of residential electrical power need,Romance
106606,Puerto Rico's Arecibo Radio Telescope Damaged By Falling Cable,Romance
1576,Researchers find new way to detect blood clots,Romance
44684,Genomic Study Reveals New Zealand’s Tuatara Is Like No Other Animal on The Planet,Romance
1033,New species of dinosaur discovered on Isle of Wight,Romance
3412,SpaceX Starlink satellites will be visible again this week - here's when to catch a glimpse,Romance
88266,'It came alive:' Astronauts recount wild ride home on SpaceX's Crew Dragon,Romance
12074,Researchers develop solar panels for windows with record efficiency,Romance
11155,"Young Children Will Pass Up Rewards if They Know They can Explore Other Options, a New Study Suggests",Romance
50771,NASA Astronaut Aboard Space Station Answers STEM Students' Questions,Romance
23183,Dwarf planet Ceres is an ocean world: study,Romance
17613,NASA's planet hunter completes its primary mission,Romance
9287,Mars ‘was once covered in ice sheets’ (and it means life was more likely to thrive there),Romance
99923,Liquid crystals 'could replace colour-shifting inks'; study,Romance
4539,100 Million-Year-Old Seabed Microbes Revived,Romance
2777,SpaceX Crew Dragon returns with two NASA astronauts - Sentinelassam,Romance
1318,Live coverage: Ariane 5 rocket launches three satellites from French Guiana,Romance
58287,Weather satellite and robotic telescope spot Perseverance rover en route to Mars,Romance
31589,CT scan shows 'tongue-eating louse' in place of a fish's tongue,Romance
2843,Here’s why you see faces everywhere you look,Romance
1204,Watch SpaceX's stunning Starship prototype 'hop' test flight and landing,Romance
6737,Shallow Lightning and Mushy Hail: Violent Storms on Jupiter Are Weirder Than We Thought,Romance
21076,Scientists have unraveled the riddle of a real-life sea monster,Romance
14007,See hours of the 2020 Perseid meteor shower condensed to 10 seconds,Romance
16872,Dwarf planet Ceres is an ocean world,Romance
84405,Surfers attacked by Southern Right Whale in Manly,Romance
29108,Is Our Solar System Shaped Like a Croissant or a Jumbo Shrimp?,Romance
530,‘Hell ant’ found in 99 million year old amber,Romance
87568,"Cooling of Earth caused by eruptions, not meteors: Study",Romance
98308,Physicists Measured The Central Engine That Powers Solar Flares For The First Time,Romance
51415,Stone Age humans 'used grass and ash to make pest-free bedding',Romance
23968,NASA releases image of star system explosion 'equivalent to 10 million trillion H bombs',Romance
33956,Scarce 'Boomerang' Earthquake Tracked by Researchers in the Ocean for the First Time,Romance
8438,Starlink: SpaceX’s 100th mission may break an incredible reusability record,Romance
53179,Arctic sea ice is melting faster than ever,Romance
85972,Is it risk-free to go for a swim during the course of the coronavirus pandemic?,Romance
33686,The correct way to make tea? Science weighs in on microwaving vs. kettle,Romance
2432,Don't you wish you could fly free like this beautiful space butterfly?,Romance
435,CERN Says the Higgs Boson Did Something Unexpected,Romance
4738,"PredaSAR may launch 48 satellites with SpaceX, exec says",Romance
53853,The 'female' brain: why damaging myths about women and science keep coming back in new forms,Romance
46029,Life on Mars: Scientists identify the 'extraordinary' key to colonising Mars,Romance
105547,Placebos cut distress even when you know they shouldn't,Romance
97531,Voice box in primates ‘significantly larger’ in relation to their body size,Romance
8462,The reason we're shooting laser beams between Earth and the moon,Romance
12214,NASA announces an end to “insensitive” nicknames for celestial objects,Romance
39969,Scientist Warns Against A Massive Asteroid That Could Bring Huge Destruction And High Tide Waves,Romance
75584,Disease-bearing animals 'thrive in human habitats',Romance
97,Russia gearing up to launch moon mission in 2021,Romance
66360,Asteroids passing extremely close to Earth more common than you think - expert,Romance
76483,SpaceX Crew Dragon splashdown: See NASA astronauts return to Earth,Romance
54674,Sunlight can turn seawater into clean drinking water in minutes,Romance
38610,NASA releases photos that show our solar system in weird shape,Romance
9153,"Human DNA shows early humans got intimate with unidentified, ancient ancestor",Romance
18154,Hubble Uses Earth As Proxy For Identifying Oxygen On Potentially Habitable Exoplanets,Romance
14395,Scientists have unraveled the riddle of a real-life sea monster,Romance
7019,Sounding Rocket Finds Helium Structures In The Sun's Atmosphere,Romance
2216,Candice LeRae & Johnny Gargano invite the NXT Universe into their home,Romance
91394,Why Don’t We Have Live Video From Mars? NASA’s Jaw-Dropping Plans For ‘Laser’ TV From The Red Planet,Romance
17250,Annual Perseid Meteor Shower Peaks This Week: How You Can Catch Some ‘Shooting Stars’ – ...,Romance
40080,Scientists: 'Smallest Dinosaur' Wasn't Really a Dinosaur,Romance
64914,"UPI Almanac for Monday, Aug. 17, 2020",Romance
14489,"Rocket Report: South Korea's SpaceX dilemma, Rocket Lab finds a quick fix",Romance
94617,Perseid Meteor Shower: Peak Dates For Fireballs Over Petaluma,Romance
11312,Dwarf Planet Ceres Has a Secret Saltwater Ocean,Romance
348,Gigabytes of data have to be examined before SpaceX mission is deemed a success,Romance
44030,Puerto Rico’s Arecibo radio telescope suffers serious damage,Romance
7471,"Neil Francis: 'Lockdown is not the answer, we have to carry on'",Romance
90819,Observatory captures peak of Perseid meteor shower (Video),Romance
71740,"Bones of herbivorous dinosaur show it lived with malignant cancer, only to die in a flood",Romance
37532,Adding a dash of alcohol suppresses coffee ring effect in 2D printing inks,Romance
22584,Full Moon 2020 meaning: Why is the August Full Moon called the Sturgeon Moon?,Romance
62188,SpaceX: Musk's 'Mars ship' prototype aces 150m test flight,Romance
23970,Facemask efficacy for filtering expelled droplets during speech: Evaluation,Romance
7878,Solar system's heliosphere may be croissant-shaped - study,Romance
0,A closer look at water-splitting's solar fuel potential,Romance
48525,Nasa reveals amazing photo of Jupiter cyclones that make the planet look like pepperoni pizza,Romance
97951,Stunning fireballs snapped over UK last night as Perseid meteor shower hits peak brightness,Romance
47272,Disney's massive $200 million movie opts for OTT release! - Tamil News,Adventure
94673,"Pisces Daily Horoscope - August 17, 2020 | Free Online Astrology",Adventure
68228,Tim Healy angry over Denise Welch discussing their marriage,Adventure
20600,"The Weeknd shares ‘Kiss Land’ demos, including Lana Del Rey remix",Adventure
106567,Bryan Cranston Responds To Fan Theory About Walter White Surviving Breaking Bad,Adventure
72667,"Exclusive! 'I dont listen to today's songs. I prefer to listen to good music,' says legendary singer Ash",Adventure
